system_id,g_protein_family,source_replica,pdb_sha256,xtc_sha256,n_atoms,frame_count,frame_interval_ps,represented_span_ns,pdb_xtc_atom_counts_match,finite_coordinates,finite_monotonic_time,valid_periodic_box,atom_order_backbone_geometry,catastrophic_chain_break_absent,complex_separation_absent,coordinate_scatter_absent,full_frames_checked,release_action,full_frame_qc_status,component_scope,component_scope_authority,excluded_components,schema_version
Gs_7DUQ,Gs,1,143b5153a38de2878a7f8c64839518e7476e2dab61d083d46dcc0991e2987fa1,d982f752682ba08137b3c54f4e7922fd70b1a6092aa8737bbaea6ab066b2a030,19179,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7EQ1,Gs,1,59e28d2909c2bc527250e9f575a74603deded432103406fda6c89cddb60230a3,a4c03466ccd2eecf07998ec3abf89845d309b3415e465f9777e4119b757eff45,17024,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7F16,Gs,1,f7a576cf1c3e6afd93a9e5345757602d0d1250de1a71e6492a08eaf17c0e5f8f,8d2265a736c5e4e446adc639eb3ae9f53f77c46075c26c25e0efc0d51bf4da56,19345,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7F4H,Gs,1,b4a0dff8a582c819aab0cb6248d56a9f9518d5c7c9489e29af30d33e72cc5a02,84df828e109d431bce09be440bbce1d50837ea9e339d004dd8772f1c7e388764,16883,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7F54,Gs,1,6ddc47f4a840d38d50c54463671c5c502a8dbfc9b58bace0618205ca8f9ba3a9,55e19117813a60f8751894d44fea0771ed0948a4ee94a66a8ae5ebb74d18ede0,16936,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7FIG,Gs,1,ecefc08c6e764e28725fce6fa6fb49ce811725d4e62ebd0542ad2e66a9cc1f39,3424fa7e26236750cff9f09881989d2e43ad081da0742aa4f7185293f4fb8fea,21347,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7FIN,Gs,1,1e2a8c7262ee0047eda5dc896a13f196c75595dcb5faa62f43cf76e88b71bbe7,6cf9a600dcdec30f6f6c95afaa97fed8fe22f266063d0be5d499ee2526e8c02b,19082,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7JVQ,Gs,1,63a3f5a146c8ddf47149fe72a3b8117788e2e708148ab339272a2323d75b2a6f,4b89c5684161e01cad40f48f7d2098d1b4df96ee2fa0b8bf9ed11c16ef034151,18033,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7KH0,Gs,1,21b8579e084222f87899c26b42856f6be3f072f8a514e5b9fc63784ab0ea8004,e655b47b283a9b15e61426bd66ed5a7cb06341ab64b5186688fe4510e0814e91,17297,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7L1V,Gs,1,abba694b1d03dbe2070db99063ad1e4cdd50d23eeb6a2954aa3fb8ca9858df74,3c7a778aa7f517eb368fdf3e9aeee1a7b4b9b4fcd163b37e841b275df2b25f7f,15201,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7MBX,Gs,1,8be8e852010a2ebc896f567e9c9311b464f5d4de0539d4787aaa29401b08c5ce,0c052099da70405596a38654b201d319c07e88b85f7ddba9f8170088a74f6ce1,18133,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7RMH,Gs,1,2f5a2adfa996c6260a25eac037ecf8412210e36a5dad2469db5ad7a459efd8a4,502a648df093e37b4705a697c3b06a6914a551187ebd6a47b91567a51ebbcfa5,17073,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7T9N,Gs,1,a8911014ea5d450462e66fc50066ea5ee92222ea6f99a9208585fabad790385d,003343e729fc5991fbb047b20fd1792a5cd17e69b59b6cf819b13f47d21be4d1,20579,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7TMW,Gs,1,e1e5951f1043e0bc8daa2b4ad58426c4495bef560d3ec57e940071964458f10e,925911dfdc50a2034aa21cb7edb444861f336e60f2bd493c68a36a6b7403d384,19672,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7V9M,Gs,1,bf89e137930979e7ecd5e7701610f04b8b7127b0963a39a6ddd29c78731908d4,e038f261b557ef742e6b4f6c8db5cb3565568c0f59b730d01d48ee90c2ecea5b,16956,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7WBJ,Gs,1,082feaf51c8fe72fee2c9bd511dd835f73b3b3d7dc5fca3cac2c68b1240033e1,143e33776f4293451a4102f824ad76fcf839ae3e82d53ba754b2936eeab04062,18630,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7WU2,Gs,1,a2ce679e1ddfe0e5580f4bb1ace3dcb0b91ba62502bab6c085d555d25de2ff1a,198a7a6aef7a02d399126412b006d60476b9cdd9f251f9f0a41f732a451ac97f,16328,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7WU3,Gs,1,3d54392cc3f904f5eea0b5173b4d123325d8d66b01d239fb21e4a9cea4d62d49,ff0839d738b9eb1c4fee2a8d9d4ac62ebc88553de8c765eb0476c8a7f6f628d8,16622,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7WUJ,Gs,1,38088b6f96dfa849bb476f377fcdb5f6e9b36a4d3a737ffbe157ba78a1a611e0,b82424193bae784079f18fe513203d1a1fda690c439ec1bbf2a98dc4ade519fb,16759,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7XT8,Gs,1,a091aebcc7c3ea1f6b87239612100270bf667ffd73ad95ea7e8d224f5c8507b4,aecacb2ca5fd8a6a05d67bb03301bf490943fd3f31cb635e28890987c40fb7c7,17359,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7XTB,Gs,1,5b751b282e38740d49c9c7d01f392f29bee7c055432ccb9c7d64f1a051bc738a,f043b85d28adb29be3b12f9f8b899c8b7eb70a894ecdcbbac82ad864d027bbbe,17519,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7XTC,Gs,1,ed53831c0c329f3af56d0f212014f4277d9d7daff5eca93289c3ac1b19203d54,ceb34ec14cd5af755a5e479e8da1850090202258dfca6f870906104db3cde1a3,17760,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7XV3,Gs,1,6369e815e43be56bde10538252733c394caaa9be0dff3cfec0db3927523ffd25,a7047bcf6d299b6455bf4763d4ed38ffa153b20579a04ff42eed10bf7e91e43c,17506,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7XZ5,Gs,1,79856fb395ee349e95da8dda7b8132ea163d0ff7c20d0acb35de4e0bb7843edb,8540455add2695c084172e31ebb0ec64a63e3cfb32439e0bae2b69928206d42e,17092,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_7Y3G,Gs,1,b805d7d71a36b75a2afd88e1fd8f3feecd5260562940af8011ff361dc05ab3a2,195020bb9fad1fef1a8da0869df9eae31eefa2a089a0cc2f45afc8355b0865dd,16893,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8E3X,Gs,1,7ae95fc7ae86773d41c02454359b6b23d78b452802981a963faf42a5800e92ff,7607ab170901383537351fbeae0f36afbbd8a26c181c291c331d13049188193d,18973,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8E3Y,Gs,1,f6a7fe10f061a0a4a50d7d9bf876d1f41c949954afc853e75f6386a03f0ad075,d384226f799b7b23d6e5adfb1585bac9396393a539fd5f54f64eaff1a23d35e5,18656,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8F0J,Gs,1,c3a1861350a33857a726db7dbe9da19f84abdde229680fc2935df104847e1178,fd89c71c3ee19d07fa3f6f958d111e2317f4e99ea2b6e0dc185393d29bea0a67,18907,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8F76,Gs,1,331ded003424d63b9669a7b7a353c00120e57dc554a7dc515d5ede7665ea0890,d4830ef0617a28fee9e0cca1c84e9d757db853f16f040bb60651a5b05c8a4414,17352,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8FU6,Gs,1,c70ca91f37f53c0d6e9d3ad04cf4aa74eecc55c48bd6f0b68d7375efc5359afe,5e66934a5d34e5d01afec7397bf86caa586ad601ec4d669d83832157ddf68463,19242,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8H4I,Gs,1,5e41d6c5e60d72988f21e4d84ce782fc05de795e222af9edba8baa4fa69e5cde,217bf525be7923a8e9d9916b4c48e58e875e8a251d80ac3f92deccf060b1706e,14889,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8HDP,Gs,1,d2065d425d49913682418a66796d81bfd7260cb2b7e64cebeb60bd61c1c555d3,2c3a4b68291cd91d762968f524abd5f30931a16421fc7d101e86a11888c443bf,14860,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8HJ1,Gs,1,97a147d5e87a259b5c1afd3d344f158ac6c63d4c100fa6ad8c677ba767b8f67e,2777c94991f59054d175e243139885feb20769f8f16b22c898e8adef8f08af15,17617,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8HJ2,Gs,1,ce0f26d0890af11f15faf6f24e73d638a6d76bc73ba798d64370de4aed48b0c9,4a2de3148d2c9db6ac9718e02b8693e5a4bccd3797a013d25a49a68c2fb8f182,17193,2500,200.0,499.79998828125,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8HTI,Gs,1,d3d32c889590c840b9c76c1466a82cb9162e104c5559683b241d6036e67b43af,29466c22b815a80001c01763aba062e194af0cb973e8bcfa70cf6647a27c3c1c,16320,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8I2G,Gs,1,14efebb6f32af3a66de69150d13ff785c9891f8073c9a22478baa04ada84f46f,98ec0d23a2bf65833d011f66a1fa40062d36f9dd6696f1ca8ea021817e159afb,20093,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8INR,Gs,1,e9eeb922ef0fee5041a89bcc289000826cb53b6def7ac978dec89cfc4133e4a5,2feeeddf653e2dab3cfb8cf181614e192a467cfb5ab9b632cb959fd919ca306d,16752,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8IOC,Gs,1,9a17a3e1de20baef90d66a9fab57c28e296c08760e0e11ff8d451626083b1feb,ca3000cf9bdd164f38c130c66eeccdd53872d7e15615cf8ad92918b22f094f45,14606,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8IRV,Gs,1,2fbb025be14b95b836365c3e6f7ae132e3bea29b3a5ef7979bc110e57fdc28cc,d55c4982a735d7598a2ff33ee9af0a53f2dfb8f7b7f5768139cb76f60baed471,17816,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8JPP,Gs,1,28d46f3a64b0115ffba65e585539db302ac78696a612caea39c8e4c9b0f764aa,444849c8a0b0ca9ecbb899ffda36531ceb4609d89f822fa54dfa5d2f68fe5244,16968,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8KGK,Gs,1,5413d320138a31718a8a6b6f9fffa068d044e614ce33e2314f9975b7a3f5b92f,e583cd3d96f6769eb221cbec0ddb3fcfac262361d5b317276c79d3d0fd1b7601,17646,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8KH5,Gs,1,3aff9a817cf2e475c55e9655bac850c504e1fae64705346c8985cc2c1b4232a7,4fb01d95e2264cd2b0bb49a1d72891ffbde684a02aacdb361a85381ec43680ba,17099,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8SMV,Gs,1,997b2f89d48da73c67dd4a72ba8c87932841e5cedc6f0673570352da14a2a2a0,726bc454ae26b94ea5d697bc08ecad304b5696d96b40e95f4fbbd4120f2c09d9,17902,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8U8F,Gs,1,992e3a7c884302ed04dc0362f935a63117f26ae881f6ce94f42dff302876e051,0015fe7ae6ca6b7a6f5947fb359846ca5b5f9c86e8fe20c41e9b834f82ce0716,16776,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8W87,Gs,1,af373e9c83d953c71092ba369f93f38ff40e0a00c6fb3fb304247807fb7b3322,9270babed259cb3baa7d1266ca2072647508c8d58e471b4e0b3a2cdef074caa3,16607,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8W8Q,Gs,1,c4e5b9e2dd4ddae8b38f025c80673030d9c4876debb20a058d1639f64b3875b5,dd80fa763a04f8351a70350e57ba8695a5af212c6232162da76e30a25e10bc14,19766,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8WJX,Gs,1,0bd0a7d9a652f2c45148ce818dc934b881e758b32a62cae87d9fc914ba9e3dc7,9a7ba8e71755d94e58125725feb749d05e1be6387d66b26bef6ead62fd4fc3c8,16624,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8X79,Gs,1,55c7ea9c17ce587ce6fb1b429abaa354c5e109fe81417dd5d7a9b5ebc8b92ac0,9bffc8ee860107fb7ff2fba519bd9f61fb3ccacce2dc7ee6a7705ed540c75b73,17237,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8XVI,Gs,1,a642fe6dfc6f53f37d8b1252cbe671480139373d18d71572a4dbd7d82285a56b,a8961a7027cf09fb083a74d2152f0fe17ebcd9efed817b19745937aeec71a45c,18239,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8YN2,Gs,1,f2940593576700fd1e1d4ee541dfe186a4c80206398ec0d29a46445e7499bb5f,99bfba943edcf9b9275777f4553ff1d131d6db894bfa6a2be1694c2554f8dca5,17362,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8YUT,Gs,1,fbc1fe71042f19383881437dc90e1be726fc62de8bced3e03a355488d85a8f3d,2539a7bf41945c9c478f79d249c0d7f73e82a3c17fb54f751dd61009786655dc,16644,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_8YUV,Gs,1,4c571a8de08422acabd78999c23e4e68670299e887e4256ed982eb00221f0b7a,5b0cd974a31260b15c744f331f42c6054f4a7763e960f0b26f063e1a1b833271,17869,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
Gs_9BLC,Gs,1,a5ad51a54308035c12ccb27fecf1707bb32923d6fc68b35d5159bca3914101ba,9ba32c403711263680b8448a7bfbba33d32c94ba81049bfa2b1246c8e1a550e0,19009,2500,200.0,499.8,True,True,True,True,passed,True,True,True,2500,canonical_preserved,passed,proteins plus selected ligands retained during system preparation where applicable,author-defined system preparation and release selection,membrane;solvent;ions;ligands intentionally removed during system preparation,1.0
